Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
50	:	1596917084.855	    30.206	0	35	0	0	python main_script.py 7 5 5
31	:	1596917084.812	    30.253	0	35	0	0	python main_script.py 7 4 50
35	:	1596917084.820	    30.252	0	35	0	0	python main_script.py 7 4 30
48	:	1596917084.850	    30.228	0	35	0	0	python main_script.py 7 5 15
32	:	1596917084.814	    30.269	0	35	0	0	python main_script.py 7 4 45
33	:	1596917084.816	    30.270	0	35	0	0	python main_script.py 7 4 40
40	:	1596917084.831	    30.256	0	35	0	0	python main_script.py 7 4 5
43	:	1596917084.837	    30.263	0	35	0	0	python main_script.py 7 5 40
39	:	1596917084.829	    30.276	0	35	0	0	python main_script.py 7 4 10
38	:	1596917084.827	    30.280	0	35	0	0	python main_script.py 7 4 15
46	:	1596917084.844	    30.265	0	35	0	0	python main_script.py 7 5 25
41	:	1596917084.833	    30.279	0	35	0	0	python main_script.py 7 5 50
42	:	1596917084.835	    30.280	0	35	0	0	python main_script.py 7 5 45
44	:	1596917084.840	    30.279	0	35	0	0	python main_script.py 7 5 35
36	:	1596917084.822	    30.305	0	35	0	0	python main_script.py 7 4 25
47	:	1596917084.848	    30.279	0	35	0	0	python main_script.py 7 5 20
49	:	1596917084.853	    30.292	0	35	0	0	python main_script.py 7 5 10
37	:	1596917084.824	    30.357	0	35	0	0	python main_script.py 7 4 20
34	:	1596917084.818	    30.375	0	35	0	0	python main_script.py 7 4 35
45	:	1596917084.842	    30.355	0	35	0	0	python main_script.py 7 5 30
17	:	1596917084.781	   115.690	0	370	0	0	python main_script.py 7 2 20
18	:	1596917084.782	   117.250	0	370	0	0	python main_script.py 7 2 15
8	:	1596917084.761	   117.547	0	372	0	0	python main_script.py 7 1 15
30	:	1596917084.810	   117.542	0	371	0	0	python main_script.py 7 3 5
28	:	1596917084.805	   119.544	0	363	0	0	python main_script.py 7 3 15
9	:	1596917084.763	   119.816	0	371	0	0	python main_script.py 7 1 10
10	:	1596917084.765	   121.323	0	352	0	0	python main_script.py 7 1 5
19	:	1596917084.785	   122.283	0	371	0	0	python main_script.py 7 2 10
27	:	1596917084.803	   122.858	0	370	0	0	python main_script.py 7 3 20
20	:	1596917084.787	   124.275	0	371	0	0	python main_script.py 7 2 5
29	:	1596917084.807	   124.996	0	371	0	0	python main_script.py 7 3 10
7	:	1596917084.759	   125.453	0	371	0	0	python main_script.py 7 1 20
6	:	1596917084.757	   133.411	0	373	0	0	python main_script.py 7 1 25
26	:	1596917084.800	   136.003	0	371	0	0	python main_script.py 7 3 25
16	:	1596917084.778	   137.427	0	371	0	0	python main_script.py 7 2 25
15	:	1596917084.776	   145.674	0	368	0	0	python main_script.py 7 2 30
5	:	1596917084.754	   146.743	0	373	0	0	python main_script.py 7 1 30
25	:	1596917084.798	   151.105	0	369	0	0	python main_script.py 7 3 30
14	:	1596917084.774	   158.930	0	369	0	0	python main_script.py 7 2 35
24	:	1596917084.796	   162.152	0	355	0	0	python main_script.py 7 3 35
23	:	1596917084.794	   163.703	0	371	0	0	python main_script.py 7 3 40
13	:	1596917084.772	   164.866	0	370	0	0	python main_script.py 7 2 40
77	:	1596917084.927	   166.003	0	356	0	0	python main_script.py 10 3 20
4	:	1596917084.752	   166.445	0	373	0	0	python main_script.py 7 1 35
3	:	1596917084.750	   166.744	0	372	0	0	python main_script.py 7 1 40
58	:	1596917084.875	   168.963	0	373	0	0	python main_script.py 10 1 15
60	:	1596917084.879	   169.513	0	370	0	0	python main_script.py 10 1 5
59	:	1596917084.877	   170.202	0	358	0	0	python main_script.py 10 1 10
70	:	1596917084.904	   170.796	0	373	0	0	python main_script.py 10 2 5
68	:	1596917084.899	   171.080	0	372	0	0	python main_script.py 10 2 15
12	:	1596917084.770	   171.250	0	370	0	0	python main_script.py 7 2 45
79	:	1596917084.933	   171.255	0	372	0	0	python main_script.py 10 3 10
22	:	1596917084.791	   171.765	0	358	0	0	python main_script.py 7 3 45
69	:	1596917084.901	   171.713	0	357	0	0	python main_script.py 10 2 10
57	:	1596917084.872	   172.729	0	373	0	0	python main_script.py 10 1 20
80	:	1596917084.937	   173.095	0	373	0	0	python main_script.py 10 3 5
90	:	1596917115.113	   143.055	0	371	0	0	python main_script.py 10 4 5
2	:	1596917084.748	   173.708	0	373	0	0	python main_script.py 7 1 45
100	:	1596917115.201	   143.266	0	373	0	0	python main_script.py 10 5 5
67	:	1596917084.896	   174.280	0	373	0	0	python main_script.py 10 2 20
87	:	1596917115.097	   144.152	0	369	0	0	python main_script.py 10 4 20
99	:	1596917115.197	   144.484	0	370	0	0	python main_script.py 10 5 10
97	:	1596917115.149	   144.670	0	372	0	0	python main_script.py 10 5 20
78	:	1596917084.931	   175.095	0	370	0	0	python main_script.py 10 3 15
98	:	1596917115.186	   145.502	0	374	0	0	python main_script.py 10 5 15
88	:	1596917115.104	   145.671	0	372	0	0	python main_script.py 10 4 15
89	:	1596917115.110	   146.065	0	373	0	0	python main_script.py 10 4 10
1	:	1596917084.746	   177.151	0	371	0	0	python main_script.py 7 1 50
76	:	1596917084.924	   177.213	0	358	0	0	python main_script.py 10 3 25
11	:	1596917084.767	   178.664	0	370	0	0	python main_script.py 7 2 50
96	:	1596917115.137	   148.375	0	371	0	0	python main_script.py 10 5 25
21	:	1596917084.789	   179.060	0	372	0	0	python main_script.py 7 3 50
86	:	1596917115.092	   148.786	0	371	0	0	python main_script.py 10 4 25
56	:	1596917084.870	   179.636	0	373	0	0	python main_script.py 10 1 25
66	:	1596917084.894	   179.868	0	358	0	0	python main_script.py 10 2 25
55	:	1596917084.867	   182.162	0	374	0	0	python main_script.py 10 1 30
75	:	1596917084.921	   184.065	0	371	0	0	python main_script.py 10 3 30
65	:	1596917084.891	   184.432	0	370	0	0	python main_script.py 10 2 30
85	:	1596917115.087	   154.583	0	358	0	0	python main_script.py 10 4 30
95	:	1596917115.132	   156.452	0	357	0	0	python main_script.py 10 5 30
64	:	1596917084.888	   186.805	0	372	0	0	python main_script.py 10 2 35
84	:	1596917115.081	   157.116	0	372	0	0	python main_script.py 10 4 35
54	:	1596917084.865	   188.263	0	373	0	0	python main_script.py 10 1 35
94	:	1596917115.127	   159.372	0	370	0	0	python main_script.py 10 5 35
53	:	1596917084.863	   189.787	0	375	0	0	python main_script.py 10 1 40
63	:	1596917084.886	   190.156	0	371	0	0	python main_script.py 10 2 40
74	:	1596917084.918	   190.265	0	369	0	0	python main_script.py 10 3 35
93	:	1596917115.124	   162.131	0	358	0	0	python main_script.py 10 5 40
83	:	1596917115.077	   162.195	0	372	0	0	python main_script.py 10 4 40
73	:	1596917084.912	   192.621	0	372	0	0	python main_script.py 10 3 40
52	:	1596917084.861	   195.496	0	374	0	0	python main_script.py 10 1 45
82	:	1596917115.072	   165.295	0	374	0	0	python main_script.py 10 4 45
92	:	1596917115.120	   165.438	0	357	0	0	python main_script.py 10 5 45
62	:	1596917084.884	   196.648	0	373	0	0	python main_script.py 10 2 45
72	:	1596917084.910	   196.934	0	372	0	0	python main_script.py 10 3 45
81	:	1596917115.066	  1371.947	0	377	0	0	python main_script.py 10 4 50
91	:	1596917115.116	  2517.262	0	797	0	0	python main_script.py 10 5 50
