Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
18	:	1596646645.530	    29.562	0	35	0	0	python main_script.py 4 3 15
60	:	1596646645.615	    29.487	0	35	0	0	python main_script.py 5 4 5
14	:	1596646645.522	    29.585	0	35	0	0	python main_script.py 4 3 35
19	:	1596646645.532	    29.576	0	35	0	0	python main_script.py 4 3 10
44	:	1596646645.581	    29.527	0	35	0	0	python main_script.py 5 3 35
59	:	1596646645.613	    29.500	0	35	0	0	python main_script.py 5 4 10
24	:	1596646645.542	    29.575	0	35	0	0	python main_script.py 4 4 35
28	:	1596646645.550	    29.568	0	35	0	0	python main_script.py 4 4 15
48	:	1596646645.589	    29.529	0	35	0	0	python main_script.py 5 3 15
52	:	1596646645.598	    29.524	0	35	0	0	python main_script.py 5 4 45
58	:	1596646645.611	    29.516	0	35	0	0	python main_script.py 5 4 15
25	:	1596646645.544	    29.592	0	35	0	0	python main_script.py 4 4 30
27	:	1596646645.548	    29.587	0	35	0	0	python main_script.py 4 4 20
45	:	1596646645.583	    29.554	0	35	0	0	python main_script.py 5 3 30
13	:	1596646645.520	    29.624	0	35	0	0	python main_script.py 4 3 40
20	:	1596646645.534	    29.611	0	35	0	0	python main_script.py 4 3 5
15	:	1596646645.524	    29.640	0	35	0	0	python main_script.py 4 3 30
43	:	1596646645.579	    29.585	0	35	0	0	python main_script.py 5 3 40
47	:	1596646645.587	    29.578	0	35	0	0	python main_script.py 5 3 20
51	:	1596646645.596	    29.569	0	35	0	0	python main_script.py 5 4 50
56	:	1596646645.607	    29.557	0	35	0	0	python main_script.py 5 4 25
17	:	1596646645.528	    29.641	0	35	0	0	python main_script.py 4 3 20
12	:	1596646645.518	    29.657	0	35	0	0	python main_script.py 4 3 45
30	:	1596646645.554	    29.621	0	35	0	0	python main_script.py 4 4 5
16	:	1596646645.526	    29.660	0	35	0	0	python main_script.py 4 3 25
49	:	1596646645.592	    29.595	0	35	0	0	python main_script.py 5 3 10
50	:	1596646645.594	    29.592	0	35	0	0	python main_script.py 5 3 5
41	:	1596646645.575	    29.615	0	35	0	0	python main_script.py 5 3 50
46	:	1596646645.585	    29.609	0	35	0	0	python main_script.py 5 3 25
55	:	1596646645.605	    29.589	0	35	0	0	python main_script.py 5 4 30
23	:	1596646645.540	    29.671	0	35	0	0	python main_script.py 4 4 40
42	:	1596646645.577	    29.639	0	35	0	0	python main_script.py 5 3 45
11	:	1596646645.517	    29.704	0	35	0	0	python main_script.py 4 3 50
29	:	1596646645.552	    29.671	0	35	0	0	python main_script.py 4 4 10
22	:	1596646645.538	    29.698	0	35	0	0	python main_script.py 4 4 45
21	:	1596646645.536	    29.704	0	35	0	0	python main_script.py 4 4 50
57	:	1596646645.609	    29.640	0	35	0	0	python main_script.py 5 4 20
54	:	1596646645.603	    29.653	0	35	0	0	python main_script.py 5 4 35
26	:	1596646645.546	    29.710	0	35	0	0	python main_script.py 4 4 25
53	:	1596646645.601	    29.689	0	35	0	0	python main_script.py 5 4 40
90	:	1596646675.144	     3.888	0	35	0	0	python main_script.py 6 4 5
89	:	1596646675.140	     3.941	0	35	0	0	python main_script.py 6 4 10
86	:	1596646675.127	     4.019	0	35	0	0	python main_script.py 6 4 25
82	:	1596646675.107	     4.044	0	35	0	0	python main_script.py 6 4 45
120	:	1596646675.296	     3.911	0	35	0	0	python main_script.py 7 4 5
83	:	1596646675.113	     4.129	0	35	0	0	python main_script.py 6 4 40
85	:	1596646675.122	     4.151	0	35	0	0	python main_script.py 6 4 30
112	:	1596646675.245	     4.030	0	35	0	0	python main_script.py 7 4 45
113	:	1596646675.248	     4.035	0	35	0	0	python main_script.py 7 4 40
111	:	1596646675.241	     4.067	0	35	0	0	python main_script.py 7 4 50
88	:	1596646675.135	     4.191	0	35	0	0	python main_script.py 6 4 15
81	:	1596646675.098	     4.240	0	35	0	0	python main_script.py 6 4 50
119	:	1596646675.272	     4.067	0	35	0	0	python main_script.py 7 4 10
87	:	1596646675.131	     4.273	0	35	0	0	python main_script.py 6 4 20
115	:	1596646675.256	     4.152	0	35	0	0	python main_script.py 7 4 30
116	:	1596646675.261	     4.172	0	35	0	0	python main_script.py 7 4 25
84	:	1596646675.117	     4.378	0	35	0	0	python main_script.py 6 4 35
117	:	1596646675.265	     4.236	0	35	0	0	python main_script.py 7 4 20
114	:	1596646675.252	     4.330	0	35	0	0	python main_script.py 7 4 35
118	:	1596646675.268	     5.058	0	35	0	0	python main_script.py 7 4 15
8	:	1596646645.511	    66.927	0	369	0	0	python main_script.py 4 2 15
9	:	1596646645.513	    69.612	0	356	0	0	python main_script.py 4 2 10
10	:	1596646645.515	    70.803	0	368	0	0	python main_script.py 4 2 5
7	:	1596646645.509	    71.088	0	355	0	0	python main_script.py 4 2 20
6	:	1596646645.507	    73.388	0	369	0	0	python main_script.py 4 2 25
40	:	1596646645.573	    77.796	0	369	0	0	python main_script.py 5 2 5
39	:	1596646645.571	    79.761	0	357	0	0	python main_script.py 5 2 10
5	:	1596646645.505	    80.112	0	370	0	0	python main_script.py 4 2 30
38	:	1596646645.569	    80.154	0	370	0	0	python main_script.py 5 2 15
37	:	1596646645.567	    82.295	0	356	0	0	python main_script.py 5 2 20
4	:	1596646645.503	    82.451	0	356	0	0	python main_script.py 4 2 35
36	:	1596646645.565	    83.773	0	355	0	0	python main_script.py 5 2 25
3	:	1596646645.502	    87.658	0	369	0	0	python main_script.py 4 2 40
67	:	1596646645.629	    88.459	0	371	0	0	python main_script.py 6 2 20
