Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
27	:	1600245548.707	     4.678	0	35	0	0	python main_script.py 2 3 20 0.09
36	:	1600245548.724	     4.729	0	35	0	0	python main_script.py 2 4 30 0.12
26	:	1600245548.705	     4.809	0	35	0	0	python main_script.py 2 3 30 0.12
25	:	1600245548.703	     4.833	0	35	0	0	python main_script.py 2 3 30 0.09
23	:	1600245548.700	     4.859	0	35	0	0	python main_script.py 2 3 40 0.09
38	:	1600245548.728	     4.844	0	35	0	0	python main_script.py 2 4 20 0.12
35	:	1600245548.722	     4.865	0	35	0	0	python main_script.py 2 4 30 0.09
45	:	1600245548.746	     4.861	0	35	0	0	python main_script.py 2 5 30 0.09
24	:	1600245548.702	     4.924	0	35	0	0	python main_script.py 2 3 40 0.12
20	:	1600245548.694	     4.944	0	35	0	0	python main_script.py 2 2 10 0.12
21	:	1600245548.696	     4.954	0	35	0	0	python main_script.py 2 3 50 0.09
11	:	1600245548.677	     4.974	0	35	0	0	python main_script.py 2 2 50 0.09
33	:	1600245548.719	     4.944	0	35	0	0	python main_script.py 2 4 40 0.09
44	:	1600245548.742	     4.930	0	35	0	0	python main_script.py 2 5 40 0.12
37	:	1600245548.726	     4.951	0	35	0	0	python main_script.py 2 4 20 0.09
14	:	1600245548.683	     5.016	0	35	0	0	python main_script.py 2 2 40 0.12
40	:	1600245548.732	     4.977	0	35	0	0	python main_script.py 2 4 10 0.12
16	:	1600245548.686	     5.035	0	35	0	0	python main_script.py 2 2 30 0.12
15	:	1600245548.685	     5.042	0	35	0	0	python main_script.py 2 2 30 0.09
66	:	1600245548.802	     4.925	0	35	0	0	python main_script.py 3 2 30 0.12
32	:	1600245548.717	     5.016	0	35	0	0	python main_script.py 2 4 50 0.12
43	:	1600245548.739	     4.995	0	35	0	0	python main_script.py 2 5 40 0.09
41	:	1600245548.734	     5.015	0	35	0	0	python main_script.py 2 5 50 0.09
80	:	1600245548.842	     4.933	0	35	0	0	python main_script.py 3 3 10 0.12
48	:	1600245548.754	     5.032	0	35	0	0	python main_script.py 2 5 20 0.12
75	:	1600245548.827	     4.986	0	35	0	0	python main_script.py 3 3 30 0.09
28	:	1600245548.709	     5.109	0	35	0	0	python main_script.py 2 3 20 0.12
29	:	1600245548.711	     5.108	0	35	0	0	python main_script.py 2 3 10 0.09
18	:	1600245548.690	     5.129	0	35	0	0	python main_script.py 2 2 20 0.12
46	:	1600245548.749	     5.070	0	35	0	0	python main_script.py 2 5 30 0.12
47	:	1600245548.751	     5.092	0	35	0	0	python main_script.py 2 5 20 0.09
73	:	1600245548.821	     5.033	0	35	0	0	python main_script.py 3 3 40 0.09
69	:	1600245548.810	     5.049	0	35	0	0	python main_script.py 3 2 10 0.09
13	:	1600245548.681	     5.187	0	35	0	0	python main_script.py 2 2 40 0.09
49	:	1600245548.757	     5.118	0	35	0	0	python main_script.py 2 5 10 0.09
72	:	1600245548.818	     5.056	0	35	0	0	python main_script.py 3 3 50 0.12
19	:	1600245548.692	     5.213	0	35	0	0	python main_script.py 2 2 10 0.09
31	:	1600245548.715	     5.202	0	35	0	0	python main_script.py 2 4 50 0.09
12	:	1600245548.679	     5.244	0	35	0	0	python main_script.py 2 2 50 0.12
62	:	1600245548.792	     5.141	0	35	0	0	python main_script.py 3 2 50 0.12
68	:	1600245548.807	     5.147	0	35	0	0	python main_script.py 3 2 20 0.12
42	:	1600245548.737	     5.223	0	35	0	0	python main_script.py 2 5 50 0.12
50	:	1600245548.759	     5.207	0	35	0	0	python main_script.py 2 5 10 0.12
63	:	1600245548.794	     5.180	0	35	0	0	python main_script.py 3 2 40 0.09
70	:	1600245548.813	     5.167	0	35	0	0	python main_script.py 3 2 10 0.12
17	:	1600245548.688	     5.298	0	35	0	0	python main_script.py 2 2 20 0.09
79	:	1600245548.839	     5.155	0	35	0	0	python main_script.py 3 3 10 0.09
67	:	1600245548.804	     5.197	0	35	0	0	python main_script.py 3 2 20 0.09
71	:	1600245548.816	     5.190	0	35	0	0	python main_script.py 3 3 50 0.09
77	:	1600245548.832	     5.174	0	35	0	0	python main_script.py 3 3 20 0.09
22	:	1600245548.698	     5.309	0	35	0	0	python main_script.py 2 3 50 0.12
39	:	1600245548.730	     5.305	0	35	0	0	python main_script.py 2 4 10 0.09
30	:	1600245548.713	     5.330	0	35	0	0	python main_script.py 2 3 10 0.12
76	:	1600245548.829	     5.236	0	35	0	0	python main_script.py 3 3 30 0.12
74	:	1600245548.824	     5.284	0	35	0	0	python main_script.py 3 3 40 0.12
34	:	1600245548.721	     5.401	0	35	0	0	python main_script.py 2 4 40 0.12
64	:	1600245548.797	     5.384	0	35	0	0	python main_script.py 3 2 40 0.12
61	:	1600245548.789	     5.453	0	35	0	0	python main_script.py 3 2 50 0.09
78	:	1600245548.836	     5.465	0	35	0	0	python main_script.py 3 3 20 0.12
65	:	1600245548.799	     5.572	0	35	0	0	python main_script.py 3 2 30 0.09
98	:	1600245553.727	     4.125	0	35	0	0	python main_script.py 3 5 20 0.12
82	:	1600245553.462	     4.433	0	35	0	0	python main_script.py 3 4 50 0.12
85	:	1600245553.566	     4.421	0	35	0	0	python main_script.py 3 4 30 0.09
89	:	1600245553.631	     4.355	0	35	0	0	python main_script.py 3 4 10 0.09
81	:	1600245553.403	     4.598	0	35	0	0	python main_script.py 3 4 50 0.09
88	:	1600245553.612	     4.483	0	35	0	0	python main_script.py 3 4 20 0.12
90	:	1600245553.643	     4.480	0	35	0	0	python main_script.py 3 4 10 0.12
95	:	1600245553.684	     4.460	0	35	0	0	python main_script.py 3 5 30 0.09
86	:	1600245553.577	     4.687	0	35	0	0	python main_script.py 3 4 30 0.12
93	:	1600245553.669	     4.619	0	35	0	0	python main_script.py 3 5 40 0.09
84	:	1600245553.542	     4.754	0	35	0	0	python main_script.py 3 4 40 0.12
