Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
67	:	1596291772.948	    16.246	0	36	0	0	python trial_run.py 4 1 14
61	:	1596291772.931	    16.335	0	36	0	0	python trial_run.py 4 1 26
59	:	1596291772.925	    16.347	0	36	0	0	python trial_run.py 4 1 30
13	:	1596291772.817	    16.460	0	36	0	0	python trial_run.py 2 1 26
5	:	1596291772.801	    16.483	0	36	0	0	python trial_run.py 2 1 42
46	:	1596291772.891	    16.405	0	36	0	0	python trial_run.py 3 1 8
2	:	1596291772.795	    16.506	0	36	0	0	python trial_run.py 2 1 48
58	:	1596291772.923	    16.379	0	36	0	0	python trial_run.py 4 1 32
17	:	1596291772.825	    16.483	0	36	0	0	python trial_run.py 2 1 18
29	:	1596291772.849	    16.460	0	36	0	0	python trial_run.py 3 1 42
72	:	1596291772.962	    16.376	0	36	0	0	python trial_run.py 4 1 4
44	:	1596291772.886	    16.466	0	36	0	0	python trial_run.py 3 1 12
33	:	1596291772.858	    16.500	0	37	0	0	python trial_run.py 3 1 34
53	:	1596291772.910	    16.454	0	36	0	0	python trial_run.py 4 1 42
14	:	1596291772.819	    16.552	0	36	0	0	python trial_run.py 2 1 24
62	:	1596291772.934	    16.437	0	36	0	0	python trial_run.py 4 1 24
35	:	1596291772.863	    16.514	0	36	0	0	python trial_run.py 3 1 30
68	:	1596291772.952	    16.430	0	37	0	0	python trial_run.py 4 1 12
73	:	1596291772.965	    16.423	0	36	0	0	python trial_run.py 5 1 50
3	:	1596291772.798	    16.594	0	36	0	0	python trial_run.py 2 1 46
1	:	1596291772.794	    16.600	0	37	0	0	python trial_run.py 2 1 50
70	:	1596291772.957	    16.437	0	37	0	0	python trial_run.py 4 1 8
80	:	1596291772.990	    16.404	0	36	0	0	python trial_run.py 5 1 36
26	:	1596291772.843	    16.555	0	36	0	0	python trial_run.py 3 1 48
52	:	1596291772.907	    16.491	0	36	0	0	python trial_run.py 4 1 44
40	:	1596291772.875	    16.528	0	36	0	0	python trial_run.py 3 1 20
18	:	1596291772.827	    16.577	0	36	0	0	python trial_run.py 2 1 16
31	:	1596291772.853	    16.559	0	36	0	0	python trial_run.py 3 1 38
49	:	1596291772.899	    16.514	0	36	0	0	python trial_run.py 4 1 50
43	:	1596291772.883	    16.531	0	36	0	0	python trial_run.py 3 1 14
45	:	1596291772.888	    16.526	0	36	0	0	python trial_run.py 3 1 10
66	:	1596291772.945	    16.469	0	36	0	0	python trial_run.py 4 1 16
8	:	1596291772.807	    16.611	0	36	0	0	python trial_run.py 2 1 36
22	:	1596291772.835	    16.588	0	36	0	0	python trial_run.py 2 1 8
9	:	1596291772.809	    16.624	0	36	0	0	python trial_run.py 2 1 34
10	:	1596291772.811	    16.621	0	36	0	0	python trial_run.py 2 1 32
36	:	1596291772.865	    16.569	0	36	0	0	python trial_run.py 3 1 28
38	:	1596291772.870	    16.564	0	36	0	0	python trial_run.py 3 1 24
51	:	1596291772.904	    16.533	0	36	0	0	python trial_run.py 4 1 46
12	:	1596291772.815	    16.635	0	36	0	0	python trial_run.py 2 1 28
20	:	1596291772.831	    16.620	0	36	0	0	python trial_run.py 2 1 12
32	:	1596291772.855	    16.601	0	36	0	0	python trial_run.py 3 1 36
23	:	1596291772.837	    16.620	0	36	0	0	python trial_run.py 2 1 6
64	:	1596291772.939	    16.519	0	36	0	0	python trial_run.py 4 1 20
25	:	1596291772.841	    16.621	0	36	0	0	python trial_run.py 3 1 50
15	:	1596291772.821	    16.641	0	36	0	0	python trial_run.py 2 1 22
37	:	1596291772.868	    16.595	0	36	0	0	python trial_run.py 3 1 26
