Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
22	:	1596582669.437	    46.920	0	368	0	0	python trial_run.py 2 1 8
21	:	1596582669.435	    47.410	0	356	0	0	python trial_run.py 2 1 10
19	:	1596582669.431	    48.112	0	370	0	0	python trial_run.py 2 1 14
24	:	1596582669.442	    48.251	0	366	0	0	python trial_run.py 2 1 4
23	:	1596582669.439	    49.000	0	365	0	0	python trial_run.py 2 1 6
15	:	1596582669.423	    49.200	0	371	0	0	python trial_run.py 2 1 22
16	:	1596582669.425	    49.223	0	371	0	0	python trial_run.py 2 1 20
20	:	1596582669.433	    49.288	0	370	0	0	python trial_run.py 2 1 12
17	:	1596582669.427	    49.336	0	369	0	0	python trial_run.py 2 1 18
18	:	1596582669.429	    49.703	0	370	0	0	python trial_run.py 2 1 16
14	:	1596582669.421	    51.125	0	356	0	0	python trial_run.py 2 1 24
13	:	1596582669.419	    51.588	0	357	0	0	python trial_run.py 2 1 26
12	:	1596582669.417	    51.875	0	357	0	0	python trial_run.py 2 1 28
11	:	1596582669.415	    52.937	0	370	0	0	python trial_run.py 2 1 30
6	:	1596582669.405	    53.463	0	371	0	0	python trial_run.py 2 1 40
8	:	1596582669.409	    54.225	0	371	0	0	python trial_run.py 2 1 36
5	:	1596582669.403	    55.032	0	372	0	0	python trial_run.py 2 1 42
10	:	1596582669.413	    55.162	0	371	0	0	python trial_run.py 2 1 32
7	:	1596582669.407	    55.177	0	372	0	0	python trial_run.py 2 1 38
9	:	1596582669.411	    55.217	0	371	0	0	python trial_run.py 2 1 34
4	:	1596582669.401	    56.411	0	357	0	0	python trial_run.py 2 1 44
3	:	1596582669.399	    57.652	0	357	0	0	python trial_run.py 2 1 46
1	:	1596582669.395	    58.236	0	355	0	0	python trial_run.py 2 1 50
2	:	1596582669.397	    59.359	0	357	0	0	python trial_run.py 2 1 48
44	:	1596582669.497	    60.423	0	371	0	0	python trial_run.py 3 1 12
41	:	1596582669.489	    61.134	0	356	0	0	python trial_run.py 3 1 18
42	:	1596582669.491	    61.650	0	369	0	0	python trial_run.py 3 1 16
43	:	1596582669.494	    61.696	0	370	0	0	python trial_run.py 3 1 14
46	:	1596582669.502	    61.724	0	369	0	0	python trial_run.py 3 1 8
47	:	1596582669.505	    61.881	0	369	0	0	python trial_run.py 3 1 6
45	:	1596582669.499	    61.911	0	371	0	0	python trial_run.py 3 1 10
48	:	1596582669.507	    61.977	0	370	0	0	python trial_run.py 3 1 4
39	:	1596582669.484	    62.048	0	372	0	0	python trial_run.py 3 1 22
37	:	1596582669.479	    62.224	0	369	0	0	python trial_run.py 3 1 26
40	:	1596582669.486	    62.496	0	356	0	0	python trial_run.py 3 1 20
38	:	1596582669.481	    62.631	0	369	0	0	python trial_run.py 3 1 24
32	:	1596582669.465	    63.546	0	370	0	0	python trial_run.py 3 1 36
34	:	1596582669.470	    63.848	0	370	0	0	python trial_run.py 3 1 32
36	:	1596582669.476	    64.967	0	356	0	0	python trial_run.py 3 1 28
33	:	1596582669.467	    65.996	0	370	0	0	python trial_run.py 3 1 34
35	:	1596582669.473	    66.095	0	357	0	0	python trial_run.py 3 1 30
30	:	1596582669.459	    66.448	0	357	0	0	python trial_run.py 3 1 40
31	:	1596582669.462	    67.626	0	354	0	0	python trial_run.py 3 1 38
28	:	1596582669.453	    68.126	0	369	0	0	python trial_run.py 3 1 44
29	:	1596582669.456	    68.848	0	370	0	0	python trial_run.py 3 1 42
64	:	1596582669.553	    68.888	0	370	0	0	python trial_run.py 4 1 20
27	:	1596582669.450	    69.056	0	370	0	0	python trial_run.py 3 1 46
65	:	1596582669.556	    69.220	0	368	0	0	python trial_run.py 4 1 18
68	:	1596582669.564	    69.559	0	352	0	0	python trial_run.py 4 1 12
63	:	1596582669.550	    69.824	0	372	0	0	python trial_run.py 4 1 22
71	:	1596582669.573	    70.046	0	353	0	0	python trial_run.py 4 1 6
67	:	1596582669.561	    70.138	0	355	0	0	python trial_run.py 4 1 14
25	:	1596582669.445	    70.302	0	355	0	0	python trial_run.py 3 1 50
69	:	1596582669.567	    70.685	0	354	0	0	python trial_run.py 4 1 10
70	:	1596582669.569	    70.701	0	353	0	0	python trial_run.py 4 1 8
72	:	1596582669.575	    70.697	0	352	0	0	python trial_run.py 4 1 4
