Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
13	:	1598680991.904	    45.384	0	382	0	0	python main_script.py 16 30
27	:	1598680991.932	    46.146	0	384	0	0	python main_script.py 23 30
25	:	1598680991.928	    46.717	0	383	0	0	python main_script.py 22 30
15	:	1598680991.908	    46.868	0	382	0	0	python main_script.py 17 30
3	:	1598680991.884	    47.300	0	383	0	0	python main_script.py 11 30
35	:	1598680991.949	    47.270	0	367	0	0	python main_script.py 27 30
9	:	1598680991.896	    47.348	0	383	0	0	python main_script.py 14 30
29	:	1598680991.936	    47.385	0	381	0	0	python main_script.py 24 30
21	:	1598680991.919	    47.438	0	382	0	0	python main_script.py 20 30
23	:	1598680991.924	    47.550	0	382	0	0	python main_script.py 21 30
11	:	1598680991.901	    47.717	0	382	0	0	python main_script.py 15 30
1	:	1598680991.881	    47.940	0	381	0	0	python main_script.py 10 30
17	:	1598680991.912	    47.909	0	381	0	0	python main_script.py 18 30
19	:	1598680991.916	    48.126	0	380	0	0	python main_script.py 19 30
37	:	1598680991.955	    48.236	0	367	0	0	python main_script.py 28 30
5	:	1598680991.888	    48.411	0	380	0	0	python main_script.py 12 30
33	:	1598680991.945	    48.495	0	381	0	0	python main_script.py 26 30
31	:	1598680991.941	    48.533	0	381	0	0	python main_script.py 25 30
7	:	1598680991.892	    49.101	0	382	0	0	python main_script.py 13 30
8	:	1598680991.894	    72.404	0	382	0	0	python main_script.py 13 60
10	:	1598680991.899	    73.332	0	381	0	0	python main_script.py 14 60
2	:	1598680991.882	    73.737	0	382	0	0	python main_script.py 10 60
4	:	1598680991.886	    73.822	0	383	0	0	python main_script.py 11 60
6	:	1598680991.890	    74.204	0	381	0	0	python main_script.py 12 60
12	:	1598680991.902	   639.634	0	397	0	0	python main_script.py 15 60
14	:	1598680991.906	   994.429	0	819	0	0	python main_script.py 16 60
16	:	1598680991.909	  1307.692	0	821	0	0	python main_script.py 17 60
18	:	1598680991.913	  1594.789	0	789	0	0	python main_script.py 18 60
20	:	1598680991.918	  1898.256	0	1194	0	0	python main_script.py 19 60
22	:	1598680991.922	  2195.992	0	1201	0	0	python main_script.py 20 60
24	:	1598680991.926	  2551.356	0	1665	0	0	python main_script.py 21 60
26	:	1598680991.930	  2910.330	0	1655	0	0	python main_script.py 22 60
28	:	1598680991.934	  3134.833	0	1655	0	0	python main_script.py 23 60
30	:	1598680991.938	  3474.592	0	2077	0	0	python main_script.py 24 60
